text,label,text_seg
Lũ này bắt dk dah chết mẹ...ko lo làm ăn .. toàn đi trộm cắp,2,Lũ này bắt dk dah chết mẹ .. ko lo làm_ăn .. toàn đi trộm_cắp
Bắn làn+tốc độ,0,Bắn làn + tốc_độ
"đúng rồi phải bồi thường đi, làm ngta có bầu rồi bỏ đâu có đc",0,"đúng rồi phải bồi_thường đi , làm ngta có bầu rồi bỏ đâu có đc"
"Đàn bà nó thế, bạn có nói trăm lần thì nó trả lời bạn: thằng lắm mồm!",1,"Đàn_bà nó thế , bạn có nói trăm lần thì nó trả_lời bạn : thằng lắm mồm !"
Muộn rồi,0,Muộn rồi
Bài học cảnh giác,0,Bài_học cảnh_giác
Hoàng T. Kim Khuyến cười cái lon,1,Hoàng_T. Kim_Khuyến_cười cái lon
Con nay da vo mat no cho đa,2,Con nay da vo mat_no cho đa
cả dòng họ nghèo hèn kid đ gặp được messi nên ganh tị,2,cả dòng_họ nghèo hèn_kid đ gặp được messi nên ganh tị
Thanh Vinh top thách đấu đấy ba . conten thôi,0,Thanh_Vinh top thách_đấu đấy ba . conten thôi
Ông trần dần nói hay quad,0,Ông trần dần nói hay quad
Sếp nhà mình lại bắt nhân viên đi cách li thay 😌😌,0,Sếp nhà mình lại bắt nhân_viên đi cách li thay 😌 😌
"Ad chửi hết bọn khựa làm chó gì?! Dân nó cũng y như dân mình thôi. Chế hính cho đỡ tức hả, không tác dụng gì, để sức mà xem nước ta ""thắt chặt tình hữu nghị"" ra sao nhé. Vụ Formosa chìm xuồng rồi nhé :v Đm, ai bầu thằng cẩu nô tài lên làm lãnh đạo thế?!",1,"Ad chửi hết bọn khựa làm chó gì ? !_Dân nó cũng y_như dân mình thôi . Chế_hính cho đỡ tức_hả , không tác_dụng gì , để sức mà xem nước ta "" thắt chặt_tình hữu_nghị "" ra sao nhé . Vụ Formosa chìm_xuồng rồi nhé : v Đm , ai bầu thằng cẩu nô_tài lên làm lãnh_đạo thế ? !"
Nguyễn Văn Huân sống chậm làm đéo j,1,Nguyễn_Văn_Huân sống chậm làm đéo j
Tăng Gia Kiệt e hiểu lý do sao e dc lòng đứa khác r a =))))))))))),0,Tăng_Gia_Kiệt e hiểu lý_do sao e dc lòng đứa khác r a =))
Huỷ lễ tang mẹ m à,2,Hủy lễ tang mẹ m à
Sống kiểu này ko ngốc đầu nỗi đâu .sau này hối hân cũng muộn rồi,1,Sống kiểu này ko ngốc_đầu nỗi đâu . sau_này hối_hân cũng muộn rồi
Óc chó,1,Óc chó
Ăn tết đéo ngon,1,Ăn tết đéo ngon
"anh bạn à, tôi có thể giảng hòa được kh? :v",0,"anh bạn à , tôi có_thể giảng_hòa được kh ? : v"
Thịt lợn tăng,0,Thịt lợn tăng
Ng Tuấn Châu uầy gắt vđ,1,Ng Tuấn_Châu uầy gắt vđ
sao m biết,0,sao m biết
gi vay abe :)),0,gi vay abe :))
Vl :)),1,Vl :))
Khánh An hạt điên quỷ tới chơi nè lũ bk,0,Khánh_An hạt điên_quỷ tới chơi nè lũ bk
Con đĩ Linh nc ngu vãi! Ai xuống thăm nó chưa nhỉ,2,Con đĩ_Linh nc ngu_vãi ! Ai xuống thăm nó chưa nhỉ
"có lẽ chơi game nhiều nên kỹ năng mềm kém. Mấy đứa tuyển thủ trừ những đứa chín chắn như Levi hay lứa tuyển thủ đời đầu thì còn lại kỹ năng mềm, thậm chí kỹ năng sống đều kém (kể cả Sofm t cũng k đánh giá cao)",0,"có_lẽ chơi game nhiều nên kỹ_năng mềm_kém . Mấy đứa tuyển_thủ_trừ những đứa chín chắn như Levi hay lứa tuyển thủ_đời đầu thì còn lại kỹ_năng mềm , thậm_chí kỹ_năng sống đều kém ( kể_cả Sofm_t cũng k đánh_giá cao )"
bon comcom đơn vị tác chiến điện tử vs nhật ký yêu nước dm chúng mày vào mà đọc. tưởng ai cũng như chúng mày hết đấy,2,bon comcom đơn_vị tác_chiến_điện_tử vs nhật_ký yêu nước dm chúng_mày vào mà đọc . tưởng ai cũng như chúng_mày hết đấy
Hiep Tong chắc k ai nhận ra đâu 🤣,0,Hiep_Tong chắc k ai nhận ra đâu 🤣
Chẳng hiểu mày ăn mặc kiểu lồn gi,2,Chẳng hiểu mày ăn_mặc kiểu lồn gi
"chấp làm gì cái loại này hả e, chả biết cuộc đời nó hơn ai rồi mà mở mồm ra là khinh người khác :))))",1,"chấp làm gì cái loại này hả_e , chả biết cuộc_đời nó hơn ai rồi mà mở mồm ra là khinh người khác :))"
Như 1 con bò động đực clm =))),1,Như 1 con bò_động đực clm =))
đừng thấy ai không để avt là phán câu clone,1,đừng thấy ai không để avt là phán câu clone
Những đứa trẻ này thật hết biết nói gì. Khi nữa chết đi xuống gặp Phán Quan tới đó hối cãi cũng kh còn kịp nữa ròi.,0,Những đứa trẻ này thật hết biết nói gì . Khi nữa chết đi xuống gặp Phán_Quan tới đó hối_cãi cũng kh còn kịp nữa_ròi .
:))))) xử lý lỗi lại cứ muốn dc khen cơ. lôi rank này nọ ra cơ. vậy thoi đăng lên mạng xã hội chi rồi đòi ai cũng phải khen trog khi toxic xử lý lỗi :))),0,:)) xử_lý lỗi lại cứ muốn dc khen_cơ . lôi_rank này nọ ra cơ . vậy thoi đăng lên mạng xã_hội chi rồi đòi ai cũng phải khen trog khi toxic xử_lý lỗi :))
rất mong các luật sư làm việc luôn,0,rất mong các luật_sư làm_việc luôn
mầy thit,0,mầy thit
"Bán nước rõ ràng rồi, các cháu dư luận viên còn gì để sủa ko?",1,"Bán nước rõ_ràng rồi , các cháu dư_luận_viên còn gì để sủa ko ?"
"Sao quan chức cao cắp csnào , khi vi phạm pl cũng đều trả lời có vẻ ngây ngô , khờ khạo . Chẳng lẽ qui trình chọn lọc cán bộ cấp chiến lược là vậy sao ?!.Nhìn hành vi các qc phạm pháp thì biết nước nhà do các vĩ lđ sẽ đi về đâu . Đúng là các vị coi dân như những con lừa , mưốn làm gì củng được .Thế mà vẵn quang vinh vĩ đại !",1,"Sao quan_chức cao_cắp csnào , khi vi_phạm pl cũng đều trả_lời có_vẻ ngây_ngô , khờ khạo . Chẳng_lẽ quy_trình chọn_lọc cán_bộ cấp chiến_lược là vậy sao ? ! . Nhìn hành_vi các qc phạm_pháp thì biết nước_nhà do các vĩ_lđ sẽ đi về đâu . Đúng là các vị coi dân như những con lừa , mưốn làm gì củng được . Thế_mà vẵn_quang vinh_vĩ_đại !"
Óc choo làm kèo ko :)),1,Óc choo làm kèo ko :))
Nguyễn Quốc An một giọt là nước suối tinh khiết,0,Nguyễn_Quốc_An một giọt là nước suối tinh_khiết
DLV ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bã. Lại còn lắm thằng bảo Việt Tân tài trợ Phan Anh nữa chứ.,2,DLV ngu lol lại còn lắm đứa hùa theo thể_hiện đầu_óc đúng là cặn_bã . Lại còn lắm thằng bảo Việt Tân_tài_trợ Phan_Anh nữa chứ .
Cả Lê Hữu,0,Cả Lê_Hữu
Ôi bọn ghen ăn tức ở,2,Ôi bọn ghen ăn_tức ở
Nhảm loz,1,Nhảm loz
Thanh Tâm a mực ngu cỡ này m ngu cỡ nào,1,Thanh_Tâm a_mực ngu cỡ này m ngu cỡ nào
Địt con mẹ cnó vẽ rađể ăn chia với nhau ý mà. Làm cổng 200ti để tế thằng tổ cnó ah,2,Địt con mẹ cnó vẽ rađể ăn_chia với nhau ý mà . Làm cổng 200 ti để tế thằng tổ cnó ah
Chỉ có thể là Se dan,1,Chỉ có_thể là Se dan
Đi coppy ảnh của page khác không ghi nguồn. :))) kém chuyên nghiệp,1,Đi coppy_ảnh của page khác không ghi nguồn . :))_kém chuyên_nghiệp
"với immortal là 2 người one champ ngang ngữa nhau, có thể nói tồ vs trym hòa làm 1 thì mực với illaoi cũng vậy, anh cứ smuft tụi rank bạch kim kim cương cho em",0,"với immortal là 2 người one champ ngang ngữa nhau , có_thể nói tồ vs trym hòa làm 1 thì mực với illaoi cũng vậy , anh cứ smuft tụi rank bạch_kim kim_cương cho em"
Anh em đón Tết Corona thế nào rồi :)),0,Anh_em đón Tết Corona thế_nào rồi :))
thích thì Spam th XD,0,thích thì Spam_th XD
Ai biểu mê trai… đừng đỗ thừa winner & ẹc sìn tơ nhaaaa,1,Ai biểu_mê trai … đừng đỗ thừa winner & ẹc sìn tơ nhaa
"Làm cho tới luôn nha Jack ơi,thấy e hiền nó ăn híp ,nó trèo đầu cỡi cổ,đụng chạm Fan e nữa kìa ,ủng hộ Jack và công ty làm cho sáng tỏ việc này,bắt họ phải chịu trách nhiệm về những phát ngôn mà đã gây ra cho tất cả mn",0,"Làm cho tới luôn nha Jack ơi , thấy e_hiền nó ăn_híp , nó trèo đầu cỡi cổ , đụng_chạm Fan_e nữa kìa , ủng_hộ Jack và công_ty làm cho sáng_tỏ việc này , bắt họ phải chịu trách_nhiệm về những phát_ngôn mà đã gây ra cho tất_cả mn"
"Mày làm như lên cái là hết trộm cướp ấy, với cái xã hội này chỉ có thể hạn chế thôi là đã mừng rồi nhé",1,"Mày làm như lên cái là hết trộm_cướp ấy , với cái xã_hội này chỉ có_thể hạn_chế thôi là đã mừng rồi nhé"
"bạn thì kinh rồi ,bn là nhất ok chưa",0,"bạn thì kinh rồi , bn là nhất ok chưa"
Chỉ là lại từ bỏ tiền ra cho cày view thôi chứ hay cc j đâu,1,Chỉ là lại từ_bỏ tiền ra cho cày_view thôi chứ hay cc j đâu
Những trận đá bóng là để thoả mãn nhãn người hâm mộ yêu bóng đá… mày bắt như thế thì ở cái bồn tắm thôi chứ không ra biển lớn được thằng đui đi làm trọng tài…,2,Những trận đá bóng là để thỏa mãn nhãn người hâm_mộ yêu bóng_đá … mày bắt như thế thì ở cái bồn tắm thôi chứ không ra biển lớn được thằng đui đi làm trọng_tài …
Nguyễn Mạnh nói câu nào ngu câu đấy đúng fan ráck,2,Nguyễn_Mạnh nói câu nào ngu câu đấy đúng fan ráck
"văn minh nhưng ăn cháo đá cặp lồng, bỏ vợ bỏ con :))",1,"văn_minh nhưng ăn cháo đá cặp lồng , bỏ vợ bỏ con :))"
bây giờ xin lỗi thì dc gì?,0,bây_giờ xin_lỗi thì dc gì ?
"Không phải tự nhiên bỏ công ty rồi làm vẻ tội nghiệp được đàn anh và bên faptv cứu xong giờ hỏi xem họ có coi ra gì ko, bỏ vợ bỏ con, khinh thường đàn anh, làm màu trên sân khấu bao nhiêu show bị khán giả chê, dính bản quyền gần nhất là idol b… Xem thêm",0,"Không phải tự_nhiên bỏ công_ty rồi làm vẻ tội_nghiệp được đàn_anh và bên faptv cứu xong giờ hỏi xem họ có coi ra gì ko , bỏ vợ bỏ con , khinh_thường đàn_anh , làm màu trên sân_khấu bao_nhiêu show bị khán_giả chê , dính bản_quyền gần nhất là idol b … Xem thêm"
XIn đmm,1,XIn đmm
Nứng nứng nứng à,1,Nứng nứng nứng à
2 chuyện đéo liên quan nhóc ác nhai phân gì ngậm hoài kh nhả v,1,2 chuyện đéo liên_quan nhóc ác_nhai phân_gì ngậm hoài kh nhả v
lỗi cc,1,lỗi cc
ok a 🙄🙄,0,ok a_🙄 🙄
ở ngoài tao mà gặp kiểu này t bắt lại cho anh Diệt đánh chết con cụ mày,2,ở ngoài tao mà gặp kiểu này t bắt lại cho anh Diệt đánh chết con cụ mày
"Đọc tin này mà đau lòng quá, thật kinh khủng.",0,"Đọc tin này mà đau_lòng quá , thật kinh_khủng ."
xin chào anh trọng tài,0,xin chào anh trọng_tài
giờ bố lấy xe m đi xịt sơn lại bảo của t m chịu đc ko kuu,0,giờ bố lấy xe m đi xịt sơn lại bảo của t m chịu đc ko kuu
thầy book giáo án mới cho e:(( a be cứu e vs,0,thầy book giáo_án mới cho e : ( ( a_be cứu e vs
Ngu thì chịu thôi bác,1,Ngu thì chịu thôi bác
Ông chủ đem nhân viên đi khảo sát địa hình nuôi tôm,0,Ông chủ đem nhân_viên đi khảo_sát địa_hình nuôi tôm
Nhìn mặt nc . Là Bik bộ mặt giả tạo . Bữa đó lôi tên cô mình Hiếu vo trước . Giờ nói kiểu xạo lol,1,Nhìn mặt nc . Là Bik bộ_mặt giả_tạo . Bữa đó lôi tên cô mình Hiếu vo trước . Giờ nói kiểu xạo lol
Địt cụ chúng nó? Bắt sâu nặng quá. Một đất nước xã hội khốn nạn,2,Địt cụ chúng_nó ?_Bắt sâu nặng quá . Một đất_nước xã_hội khốn_nạn
ăn bom trên nhà thằng adm trốc tôm thôi,1,ăn bom trên nhà thằng adm trốc tôm thôi
Này này ông bắt như j ấy h ra 1 câu xin lỗi là xong à quả cuối chạm tay ông ở ngay sau vẫn như k có chuyện j xảy ra Hảo ông :)),0,Này này ông bắt như j ấy h ra 1 câu xin_lỗi là xong à quả cuối chạm tay ông ở ngay sau vẫn như k có chuyện j xảy ra Hảo ông :))
=)))) cày thuê rank bk ngầu.wa clm,0,=)) cày thuê rank bk ngầu . wa clm
"Vài năm nữa Kỳ Anh là huyện ung thư, Hà Tĩnh là tỉnh ung thư của VN :3",0,"Vài năm nữa Kỳ_Anh là huyện ung_thư , Hà_Tĩnh là tỉnh ung_thư của VN : 3"
Xin lỗi Việt Nam,0,Xin_lỗi Việt_Nam
trọng tài,0,trọng_tài
Nghèo đói quá mà,0,Nghèo đói quá mà
CON QUI CAI CHUYEN DI LUA GAT... MAY GAT CHI MINH HIEU ... SAO LON,2,CON QUY_CAI CHUYEN_DI LUA_GAT. . MAY_GAT CHI_MINH_HIEU .. SAO LON
Những cái loại tội phạm có tổ chức như thế này... thì sao này ko có ra tòa nữa...niếu bắt được thì đem ra biển đổ xuống là xong.ok.,1,Những cái loại tội_phạm có tổ_chức như thế_này .. thì sao này ko có ra tòa nữa .. niếu bắt được thì đem ra biển đổ xuống là xong.ok .
Chỉ muốn nói rằng em rấtt rất nhớ anh 🙂,0,Chỉ muốn nói rằng em rấtt rất nhớ anh 🙂
:))) đuối lý rồi kìa.cay lắm. fan cái thằng toxic xử lý ngu bị hành ròii cay đập bàn đập ghế xong bắt ngkhác phải khen cơ.. :)))) lớn rồi chơi game it thoi cháu ạ. ra đường nhiều vào kkkk,1,:)) đuối_lý rồi kìa . cay lắm . fan cái thằng toxic xử_lý ngu bị hành_ròii cay đập bàn đập ghế xong bắt ngkhác phải khen_cơ .. :)) lớn rồi chơi game it thoi cháu ạ . ra đường nhiều vào kk
Thanh niên mà đi xe độ mặc đồ tối khí chất u ám là biết xếp vào loại hạng người nào rồi,1,Thanh_niên mà đi xe độ mặc_đồ tối_khí chất_u_ám là biết xếp vào loại hạng người nào rồi
Đúng một quả ảnh hợp lí,0,Đúng một quả ảnh hợp_lí
Tán tận lương tâm ăn chỉ đi cướp giật,2,Tán tận lương_tâm ăn chỉ đi cướp_giật
"ngu ai mượn vô cmt ngta vậy chứng tỏ m ngu hơn ,sân si hơn",2,"ngu ai mượn vô_cmt ngta vậy chứng_tỏ m ngu hơn , sân si hơn"
"đất nước mình như tảng băng chìm. Loạn lạc quá! ba mẹ đi làm quần quật kiếm tiền , các thuế phí xăng thì tăng vùn vụt mà lương thì không thấy tăng, con cái đi học thì bị bảo vệ/ thầy ..bạo hành, lạm dụng td. Bị phát",1,"đất_nước mình như tảng băng_chìm . Loạn_lạc quá ! ba_mẹ đi làm quần_quật kiếm tiền , các thuế_phí xăng thì tăng vùn_vụt mà lương thì không thấy tăng , con_cái đi học thì bị bảo_vệ / thầy .. bạo_hành , lạm_dụng td . Bị phát"
Ngàn lần xin lỗi cũng ko đủ . Chết đi,2,Ngàn lần xin_lỗi cũng ko đủ . Chết đi
"má tao ngày xưa cho má mày mà, còn ba tao và anh em tao còn dạy kèm cho má mày nữa đó :)))",0,"má tao ngày_xưa cho má mày mà , còn ba tao và anh_em tao còn dạy kèm cho má mày nữa đó :))"
Thoại Trần chính tã là chính gì,0,Thoại Trần_chính_tã là chính gì
Nguyễn Hằng Khanh Nguyen hay ăn nè,0,Nguyễn_Hằng_Khanh Nguyen hay ăn nè
"The ma van k ganh duocc anhh , dung la ngu lau dot ben` kho dao` taoo ma`",2,"The_ma_van k ganh duocc anhh , dung_la ngu lau dot_ben ` kho dao_` taoo ma `"
Nói hủy kênh Không coi mà biết vô bình luận 😂😂😂,0,Nói hủy kênh Không coi mà biết vô bình_luận 😂 😂
đi học mà xâm hình Thầy lol,1,đi học mà xâm_hình Thầy lol
Cứ trai đẹp là dè chừng nhà.c e,0,Cứ trai đẹp là dè_chừng nhà . c e
:)))),0,:))
"Nhìn mà không diễn tả nổi, một video đáng buồn, tôi cầu mong cho người bán xôi kia mãi mãi tốt đẹp",0,"Nhìn mà không diễn_tả nổi , một video đáng buồn , tôi cầu_mong cho người bán_xôi kia mãi_mãi tốt_đẹp"
Bố mày đẻ mày ra mày ăn cứt lợn à,2,Bố_mày đẻ mày ra mày ăn_cứt lợn à
"Nail là 1 nghề như nhiều nghành nghề lương thiện khác nhưng dưới bàn tay đen đúa của Tuyên giáo nó thành 1 cái nghề thấp kém, hạ đẳng. Nghề nào cũng để kiếm sống, nuôi sống gia đình, phục vụ xã hội cộng đồng không phân biệt giàu sang hay thấp hèn. Bản chất của CNCS là bình đẳng bác ái nhưng những hiện nay họ đang thực hiện hoàn toàn trái ngược.",1,"Nail là 1 nghề như nhiều ngành_nghề lương_thiện khác nhưng dưới bàn_tay đen_đúa của Tuyên_giáo nó thành 1 cái nghề thấp_kém , hạ_đẳng . Nghề nào cũng để kiếm sống , nuôi sống gia_đình , phục_vụ xã_hội cộng_đồng không phân_biệt giàu_sang hay thấp_hèn . Bản_chất của CNCS là bình_đẳng bác_ái nhưng những hiện_nay họ đang thực_hiện hoàn_toàn trái_ngược ."
